School,Street Address,Street Zip,Latitude,Longitude
Sylmar Continuation,13101 Dronfield Ave.,91342,No Data,No Data
Sylmar Elementary,13291 Phillippi Ave.,91342-2810,34.312750,-118.446839
Sylmar Leadership Academy,14550 Bledsoe St.,91342-1414,34.318622,-118.449471
Sylmar Light and Life Christian,Information Redacted,91342,No Data,No Data
Sylvan Park Elementary,6238 Noble Ave.,91411-2026,34.184062,-118.461735
Synergy Charter Academy,900 East 33rd St.,90011-2527,34.014575,-118.260815
Synergy Kinetic Academy,1420 East Adams Blvd.,90011-1820,34.015715,-118.248773
Synergy Quantum Academy,300 East 53rd St.,90011-4522,33.994220,-118.270103
T.C.A. Arshag Dickranian School,Information Redacted,90038-1604,Information Redacted,Information Redacted
Taft Charter High,5461 Winnetka Ave.,91364-2548,34.169390,-118.571030
Tamika's Preschool,Information Redacted,90003,No Data,No Data
Taper Avenue Elementary,1824 Taper Ave.,90731-1175,33.761789,-118.298927
Taper Gifted Magnet,1824 Taper Ave.,90731,No Data,No Data
Tarbiyatul ILM Academy Global,12100 Wilshire Blvd Fl. 8,90025-7120,34.043516,-118.467575
Tarzana Elementary,5726 Topeka Dr.,91356-1316,34.175091,-118.546072
Tashbar Sephardic Yeshiva Ketana,1210 South La Cienega Blvd.,90035-2521,34.055333,-118.375967
TEACH Academy of Technologies,10045 South Western Ave.,90047,33.944028,-118.309365
Teach Love Connect Christian Academy,Information Redacted,90717-3519,Information Redacted,Information Redacted
TEACH Preparatory Mildred S. Cunningham & Edith H. Morris Elementary,8505 South Western Ave.,90047-3053,33.960687,-118.309395
TEACH Tech Charter High,10616 South Western Ave.,90047-4254,33.939400,-118.308797
Teaching Great Children,2335 E Colorado Blvd Ste. 115 Pmb 159,91107-6833,34.146496,-118.102602
Team Hardison,19360 Rinaldi St. Pmb 696,91326-1607,34.273580,-118.554945
Telfair Avenue Elementary,10975 Telfair Ave.,91331-2821,34.269183,-118.431576
Temescal Canyon Continuation,777 Temescal Canyon Rd.,90272-3524,No Data,No Data
Temple B'Nai Hayim Day School,Information Redacted,91403,No Data,No Data
Temple Isaiah Preschool and Kindergarten,Information Redacted,90064-2607,Information Redacted,Information Redacted
TEMPLE JUDEA PRESCHOOL/KDGN. W,Information Redacted,91307,No Data,No Data
Tenth Street Elementary,1000 Grattan St.,90015-2046,34.048370,-118.273484
Teresa Hughes Elementary,4242 Clara St.,90201-5010,33.966238,-118.192981
Teri's Homeschool,Information Redacted,91352-1987,Information Redacted,Information Redacted
Terry Teachings Incorporated,Information Redacted,90026-1929,Information Redacted,Information Redacted
Tesoro Academy,Information Redacted,90034-6491,Information Redacted,Information Redacted
Testimonial Christian,Information Redacted,90062,No Data,No Data
The Academy of Our Lady,Information Redacted,90042,Information Redacted,Information Redacted
The ALVA Institute,Information Redacted,90230-4933,Information Redacted,Information Redacted
The Archer School for Girls,11725 Sunset Blvd.,90049-2918,34.064959,-118.471182
"The Association for the Academic Development of Children, Inc.",Information Redacted,90008,Information Redacted,Information Redacted
The Bridge Christian Academy,Information Redacted,91335-4138,Information Redacted,Information Redacted
The Canterbury Tale School (DBA) run by Routenstein Foundation,17331 Burbank Blvd.,91316,34.172457,-118.510890
The Center for Early Education,563 North Alfred St.,90048-2512,34.081590,-118.375382
The City,5753 Obama Blvd.,90016-5013,34.022002,-118.371138
The City,11625 West Pico Blvd.,90064-2908,34.032519,-118.444577
The City School,6835 Aldea Ave.,91406-4424,34.195013,-118.508718
The Discovery Zone,43834 Gadsden Ave.,93534-4916,34.679246,-118.143296
The Donald Paul Educational Center,Information Redacted,90047-2433,Information Redacted,Information Redacted
The Eley Academy,Information Redacted,91342-7783,Information Redacted,Information Redacted
The Empowerment Alliance,Information Redacted,90044-4219,Information Redacted,Information Redacted
The End Result,Information Redacted,91423-3032,Information Redacted,Information Redacted
The Help Group's North Hills Prep,15339 Saticoy St.,91406-3345,34.209374,-118.467839
The Help Group's Parkhill,Information Redacted,91406-3345,Information Redacted,Information Redacted
The Incubator,"7400 West Manchester, Bldg. K",90045-2322,33.959320,-118.428626
The John Thomas Dye School,11414 Chalon Rd.,90049-1700,34.087412,-118.463364
The Lighthouse Preparatory Academy,Information Redacted,90003-4502,Information Redacted,Information Redacted
The Mirman School for Gifted Children,16180 Mulholland Dr.,90049-1125,34.129714,-118.484466
The Neilson Academy,Information Redacted,90068-2416,Information Redacted,Information Redacted
The Northridge Community School,11263 Balboa Blvd.,91344-4206,34.275136,-118.502493
The Oaks School,6817 Franklin Ave.,90028-4401,34.104180,-118.338764
The Pines Christian School,25200 S. Western Ave.,90710-2611,33.795479,-118.307274
The Royal Elect Academy,Information Redacted,90046,Information Redacted,Information Redacted
The School of Los Angeles,6361 Santa Monica Blvd.,90038,34.090998,-118.328139
The Villagers Academy Inc,Information Redacted,90220,No Data,No Data
THE WESLEY SCHOOL,4832 Tujunga Ave.,91601-4520,34.158991,-118.378176
Theodore Roosevelt Elem.,No Data,No Data,No Data,No Data
Theodore Roosevelt Senior High,2530 East 4th St.,90033,34.039470,-118.209860
Therapeutic Living Centers for the Blind,Information Redacted,91335-2122,Information Redacted,Information Redacted
Third Street Elementary,201 South June St.,90004-1055,34.071002,-118.334858
Thirty-Second Street USC Performing Arts,822 West 32nd St.,90007-3601,34.025192,-118.282921
Thirty-Second Street/Usc-Arts/,822 W. 32Nd St.,90007,No Data,No Data
Thomas A. Edison Middle,6500 Hooper Ave.,90001-1264,33.981577,-118.251984
Thomas Jefferson Senior High,1319 East 41st St.,90011-3301,34.009239,-118.251546
Thomas Riley High,1524 East 103rd St.,90002-3307,33.943214,-118.247711
Thomas Starr King Middle School Film and Media Magnet,4201 Fountain Ave.,90029-2223,34.095839,-118.280673
Thurgood Marshall Academy of Excellence for Gifted Learners,Information Redacted,91390-2716,Information Redacted,Information Redacted
Thurgood Marshall Charter High,5946 South Figueroa Ave.,90003-1018,No Data,No Data
Thurgood Marshall Charter Middle,3500 South Normandie Ave.,90007,34.024304,-118.300271
Tierra del Sol,9919 Sunland Blvd.,91040,No Data,No Data
Tierra Montessori School,Information Redacted,91356,No Data,No Data
Tinaj Arts & Sports Academy,Information Redacted,90038,Information Redacted,Information Redacted
Tiny Babe's Preparatory Academy,Information Redacted,90043-2356,Information Redacted,Information Redacted
Tiny Thinkers School,Information Redacted,91343,Information Redacted,Information Redacted
Tiny Treasure Christian Academy,Information Redacted,90047-2429,Information Redacted,Information Redacted
Toddler Tech University,Information Redacted,90044,No Data,No Data
Toddler Tech University,Information Redacted,90044,No Data,No Data
Toland Way Elementary,4545 Toland Way,90041-3427,34.120919,-118.218045
Toluca Crossroads School,Information Redacted,91601-4704,Information Redacted,Information Redacted
Toluca Lake Elementary,4840 Cahuenga Blvd.,91601-4799,34.158628,-118.361468
Tom Bradley Global Awareness Magnet,3875 Dublin Ave.,90008-1945,34.015235,-118.322317
Tomi's Preschool,Information Redacted,90019,No Data,No Data
Topanga Elementary Charter,22075 Topanga School Rd.,90290-3835,34.091819,-118.603718
Topanga Mountain School,5920 Shoup Ave,91367-3327,34.178642,-118.613921
Topeka Charter School for Advanced Studies,9815 Topeka Dr.,91324-1849,34.248427,-118.545761
Torah Academy of Los Angeles,5562 Reseda Blvd,91356-2608,34.171733,-118.535699
Torahverse,Information Redacted,90035-3039,Information Redacted,Information Redacted
Towne Avenue Elementary,18924 Towne Ave.,90746-2165,33.858447,-118.267948
Townsend Academy,Information Redacted,91403-1610,Information Redacted,Information Redacted
Transfiguration,4020 Roxton Ave.,90008-2719,34.011789,-118.321162
Transit Tots East,Information Redacted,91340-1340,No Data,No Data
TREE Academy,8628 Holloway Dr,90069-2304,34.090309,-118.380237
Tree of Knowledge Learning Institute,Information Redacted,90047,No Data,No Data
Tri-C Community Day,"716 East 14th St., Second Fl.",90021-2114,34.031856,-118.253871
Tri-C Opportunity,644 West 17th St.,90015-3436,No Data,No Data
Trinity Academy,Information Redacted,91364-2734,Information Redacted,Information Redacted
Trinity Academy,Information Redacted,91367-1629,Information Redacted,Information Redacted
Trinity Christian,Information Redacted,91040,No Data,No Data
Trinity Lutheran,Information Redacted,90732,No Data,No Data
Trinity Lutheran High School,Information Redacted,91303,No Data,No Data
Trinity Street Elementary,3736 Trinity St.,90011-2635,34.011894,-118.269671
True Education Learning Academy,1215 W Manchester Ave,90044-2237,33.960267,-118.296470
Tulsa Street Elementary,10900 Hayvenhurst Ave.,91344-5121,34.268397,-118.493422
Tweedy Elementary,9724 Pinehurst Ave.,90280-5222,33.943483,-118.182663
Twentieth Street Elementary,1358 East Walnut St.,90011,34.149338,-118.122302
Twenty-Eighth Street Elementary,2807 Stanford Ave.,90011-2017,34.018883,-118.260765
Twenty-Fourth Street Elementary,2055 West 24th St.,90018-1925,34.034767,-118.310696
Two Hundred Thirty-Second Place Elementary,23240 Archibald Ave.,90745-5117,33.814552,-118.282651
Tyler Brown Academy,Information Redacted,90746,No Data,No Data
UCLA Community K-12,700 South Mariposa Ave.,90005-2001,34.059688,-118.298646
Ulysses S. Grant Senior High,13000 Oxnard St.,91401-4114,34.179356,-118.415805
Umbrella School,Information Redacted,90043-1811,Information Redacted,Information Redacted
Underrated Talent Union California Academy,20795 S. Main St.,90745-1118,33.842593,-118.280456
Union Avenue Elementary,150 South Burlington Ave.,90057-2506,34.063929,-118.267189
Unique's Preschool,Information Redacted,90003-3702,Information Redacted,Information Redacted
UNITED WORLD INTERNATIONAL LEA,Information Redacted,90043,No Data,No Data
University High School Charter,11800 Texas Ave.,90025-1402,34.045716,-118.461331
University of Silvaner,3460 Wilshire Blvd,90010-2206,34.061306,-118.300039
University Pathways Medical Magnet Academy,11227 South San Pedro St.,90061-2566,33.932721,-118.269921
University Pathways Public Service Academy,1415 Firestone Blvd.,90001-3854,33.961125,-118.249020
University Preparatory Value High,1929 West Pico Blvd.,90006-5008,34.046778,-118.280941
University-Palisades Adult,1800 Texas Ave.,90025,No Data,No Data
Urban Village Middle,5753 Rodeo Rd.,90016,34.022330,-118.371288
Utah Street Elementary,255 Gabriel Garcia Marquez St.,90033-2746,34.049296,-118.223996
Valerio Primary Center,14935 Valerio St.,91405,No Data,No Data
Valerio Street Elementary,15035 Valerio St.,91405-1742,34.204889,-118.460606
Valerio Street Midsite,15035 Valerio,91405,No Data,No Data
Valley Academy of Arts and Sciences,10445 Balboa Blvd.,91344-7323,34.260352,-118.503534
Valley Beth Shalom Day School,15739 Ventura Blvd.,91436-2903,34.156080,-118.476412
Valley Charter Elementary,16514 Nordhoff St.,91343-3724,34.234961,-118.492039
Valley Charter Middle,14646 Sherman Way,91405-5860,34.200628,-118.452402
Valley Christian Homeschool,Information Redacted,91324-1022,Information Redacted,Information Redacted
Valley Community Charter,16514 Nordhoff St.,91343,No Data,No Data
Valley High School & Learning Center - Site 2,Information Redacted,91343,Information Redacted,Information Redacted
Valley International Preparatory High,18827 Roscoe Blvd.,91324-4545,34.221079,-118.543593
Valley Oaks Center for Enriched Studies,9171 Telfair Ave.,91352-1844,34.236040,-118.397027
Valley Presbyterian School,Information Redacted,91343-3115,Information Redacted,Information Redacted
Valley School,15700 Sherman Way,91406-4025,34.200887,-118.475343
Valley Torah High School,12517 Chandler Blvd,91607-1925,34.168928,-118.405996
Valley View Elementary,6921 Woodrow Wilson Dr.,90068-1847,34.124679,-118.344349
Valor Academy Elementary,8755 Woodman Ave.,91331-6506,34.229022,-118.436095
Valor Academy High,9356 Lemona Ave.,91343-3416,34.240804,-118.458511
Valor Academy Middle,9034 Burnet Ave.,91343-2319,34.234685,-118.462643
Valor Montessori Preparatory,7136 Winnetka Ave,91306-3647,34.199932,-118.570656
Van Deene Avenue Elementary,826 West Javelin St.,90502-1719,33.838803,-118.288984
Van Gogh Charter,17160 Van Gogh St.,91344-1217,34.305700,-118.505349
Van Ness Avenue Elementary,501 North Van Ness Ave.,90004-1527,34.080338,-118.315778
Van Nuys Christian,No Data,No Data,No Data,No Data
Van Nuys Christian,Information Redacted,91411,No Data,No Data
Van Nuys Community Adult,6535 Cedros Ave.,91411-1506,34.189234,-118.455163
Van Nuys Cont High,Box 3307 Terminal Annex,90051,No Data,No Data
Van Nuys Elementary,6464 Sylmar Ave.,91401-1433,34.188064,-118.446457
Van Nuys H.S. Math Magnet,6535 Cedros Ave.,91411,No Data,No Data
Van Nuys High School Performin,6535 Cedros Ave.,91411,No Data,No Data
Van Nuys Junior Mid-Site,5435 Vesper Ave.,91411,No Data,No Data
Van Nuys Middle,5435 Vesper Ave.,91411-3738,34.169131,-118.450957
Van Nuys Senior High,6535 Cedros Ave.,91411-1506,34.189555,-118.453144
Vanalden Avenue Elementary,19019 Delano St.,91335-6727,34.182550,-118.547410
Vanguard Training Academy,Information Redacted,90745,Information Redacted,Information Redacted
Vaughn Next Century Learning Center,13330 Vaughn St.,91340-2216,34.279674,-118.420948
Vena Avenue Elementary,9377 Vena Ave.,91331-4733,34.240667,-118.420212
Vena Gifted Magnet,9377 Vena Ave.,91331,No Data,No Data
Venice Community Adult,13000 Venice Blvd.,90066-3512,33.997058,-118.445751
Venice Lutheran School,Information Redacted,90291-4903,Information Redacted,Information Redacted
Venice Senior High,13000 Venice Blvd.,90066-3512,33.998856,-118.442838
Venice Skills Center,611 Fifth Ave.,90291,No Data,No Data
Venice Skills Center,611 Fifth Ave.,90291-2674,33.995911,-118.472747
Verbum Dei Jesuit High School,11100 South Central Ave.,90059-1120,33.934628,-118.252544
Verdugo Hills Senior High,10625 Plainview Ave.,91042-1723,34.261842,-118.297989
Vermont Avenue Baptist School,Information Redacted,90502,No Data,No Data
Vermont Avenue Elementary,1435 West 27th St.,90007-2137,34.030536,-118.293521
Vermont Christian School,25500 Vermont Ave.,90710-3125,33.794197,-118.290438
Vernon City Elementary,2360 East Vernon Ave.,90058-1609,34.003891,-118.230967
"Via Vera Christian, Inc.",Information Redacted,91605,No Data,No Data
Victoria Avenue Elementary,3320 Missouri Ave.,90280-4308,33.946937,-118.211026
Victory Baptist Day Elementary,Information Redacted,90011,No Data,No Data
Victory Boulevard Elementary,6315 Radford Ave.,91606-3316,34.185150,-118.392209
View Park Continuation,4701 Rodeo Rd.,90016-4713,34.021550,-118.347832
Village Charter Academy,7357 Jordan Ave.,91303-1238,34.204058,-118.603059
Village Christian Schools,8930 Village Ave.,91352-2129,34.230734,-118.355921
Village Glen School,13130 Burbank Blvd.,91401-1401,34.171154,-118.419256
Village Glen West,Information Redacted,90066,Information Redacted,Information Redacted
"Village School, Inc.",780 Swarthmore Ave.,90272-4355,34.044622,-118.526149
Vine Street Elementary,955 North Vine St.,90038-2701,34.088294,-118.326689
Vinedale College Preparatory Academy,10150 La Tuna Canyon Rd.,91352-2101,34.234149,-118.352251
Vintage Math/Science/Technology Magnet,15848 Stare St.,91343-1423,34.252692,-118.477247
Virgil Middle,152 North Vermont Ave.,90004-4897,34.073849,-118.291613
Virginia Road Elementary,2925 Virginia Rd.,90016-3628,34.028967,-118.339527
Virtual Academy of Business & Entrepreneurship,18720 Linnet St.,91356-3313,34.167242,-118.542044
Virtual Academy of International Studies/Humanities (World Languages and Cultures),19452 Hart St.,91335-3735,34.196260,-118.557613
Virtual Academy of the Arts & Entertainment,1254 East Helmick St.,90746-3164,33.851383,-118.250803
Virtual Academy STEAM,4010 East Ramboz Dr.,90063-1218,34.053944,-118.177811
Visitation Elementary,8740 South Emerson Ave.,90045-3723,33.958279,-118.404159
Vista,3200 Motor Ave.,90034-3710,34.031265,-118.410941
Vista Charter Middle,2900 West Temple St.,90026-4516,34.074112,-118.278547
Vista del Valle Dual Language Academy,12441 Bromont Ave.,91340-1306,34.295989,-118.420841
Vista Horizon Global Academy,980 South Hobart Blvd.,90006-1220,34.053174,-118.305998
Vista Middle,15040 Roscoe Blvd.,91402-4513,34.221409,-118.460510
Visual and Performing Arts at Legacy High School Complex,5225 Tweedy Blvd.,90280-5332,33.941328,-118.178946
VO Eagle Rock Christian Academy,Information Redacted,90065,Information Redacted,Information Redacted
Vox Collegiate of Los Angeles,1100 West Manchester Ave.,90044-3430,33.959629,-118.294183
W.D.M Islamic Learning Center/S.C.M.S,Information Redacted,90062-2254,Information Redacted,Information Redacted
W.E.L.C.O.M.E. Collective,Information Redacted,91306-2636,Information Redacted,Information Redacted
Wadsworth Avenue Elementary,981 East 41st St.,90011-2753,34.009280,-118.258549
Wagon Wheel School,Information Redacted,90004,No Data,No Data
Walgrove Avenue Elementary,1630 Walgrove Ave.,90066-2299,34.005671,-118.452713
Wallis Annenberg High,4000 South Main St.,90037-1022,34.010434,-118.273931
Walnut Park Elementary,2642 Olive St.,90255-6324,33.968183,-118.223984
Walnut Park Middle A School of Social Justice and Service Learning,7500 Marbrisa Ave.,90255-5612,33.971966,-118.231397
"Walnut Park Middle B Science, Technology, Engineering and Mathematics Academy",7500 Marbrisa Ave.,90255-5612,33.971966,-118.231397
Walter Reed Middle,4525 Irvine Ave.,91602-1915,34.152630,-118.385567
Warner Avenue Elementary,615 Holmby Ave.,90024-2535,34.070171,-118.433916
Warrior poets academy llc,18054 Ventura Blvd,91316-3500,34.164894,-118.526327
Washington Community Adult,10860 S. Denker Ave.,90047,No Data,No Data
Washington Continuation,1645 W. 110Th St.,90047,No Data,No Data
Washington H.S. Math Magnet,10860 S. Denker Ave.,90047,No Data,No Data
Washington High School Commerc,10860 S. Denker Ave.,90047,No Data,No Data
"Washington Irving Middle School Math, Music and Engineering Magnet",3010 Estara Ave.,90065-2205,34.117550,-118.240816
Washington Primary Center,860 West 112th St.,90044-4210,33.933369,-118.290734
Waters (Maxine) Employment Prep Ctr.,840 E. 111Th Pl.,90059,No Data,No Data
Watkins Academy,Information Redacted,90746-3816,Information Redacted,Information Redacted
Watts Christian School,Information Redacted,90059,Information Redacted,Information Redacted
Watts Learning Center,310 West 95th St.,90003-4012,33.950044,-118.278496
Watts Learning Center Charter Middle,8800 South San Pedro St.,90003-3541,33.957150,-118.268756
Wayfinder Family Services,5300 Angeles Vista Blvd,90043-1648,33.994033,-118.343684
Weaver Christian Institute,Information Redacted,91345-2821,Information Redacted,Information Redacted
Webster Midsite,11330 W. Graham,90064,No Data,No Data
Wee lil people,752 East Lincoln St.,90745-6010,33.807408,-118.261273
Weigand Avenue Elementary,10401 Weigand Ave.,90002-3865,33.941731,-118.229700
Welby Way Charter Elementary School And Gifted-High Ability Magnet,23456 Welby Way,91307-3328,34.192177,-118.637958
Welby Way Gifted Magnet,23456 Welby Way,91307,No Data,No Data
WESM Health/Sports Medicine,7400 West Manchester Ave.,90045-2322,33.959670,-118.426446
WEST ADAMS ACADEMY,Information Redacted,90007,No Data,No Data
West Adams Preparatory High,1500 West Washington Blvd.,90007-1257,34.040010,-118.289684
West Angeles Christian Academy,Information Redacted,90016,No Data,No Data
West Athens Elementary,1110 West 119th St.,90044-6504,33.925036,-118.294906
West Hills Montessori,Information Redacted,91307-2848,Information Redacted,Information Redacted
West Hollywood Children's Academy,Information Redacted,90046-6618,Information Redacted,Information Redacted
West Hollywood College Preparatory School,1317 North Crescent Heights Blvd.,90046-4506,34.094513,-118.366294
West Hollywood Elementary,970 North Hammond St.,90069-4407,34.089046,-118.387578
West Hollywood Opportunity,1049 North Fairfax Ave.,90046-6151,34.090001,-118.361832
West Los Angeles Baptist,Information Redacted,90025,No Data,No Data
West Valley Center for Enriche,5717 Rudnick Ave.,91364,No Data,No Data
West Valley Christian Academy,Information Redacted,91306,No Data,No Data
WEST VALLEY CHRISTIAN CHURCH,Information Redacted,91307,No Data,No Data
West Valley Christian School,22450 Sherman Way,91307-2326,34.200016,-118.616219
West Valley Hebrew Academy,Information Redacted,91367-1367,No Data,No Data
West Valley Higher Learning,Information Redacted,91303-2331,Information Redacted,Information Redacted
West Valley Occupational Cente,6200 Winnetka Ave.,91364,No Data,No Data
West Valley Occupational Center,6200 Winnetka Ave.,91367,34.182891,-118.570408
West Valley Skills Center,19408 Londelius St.,91324,No Data,No Data
West Valley Special Education Center,6649 Balboa Blvd.,91406-5529,34.191504,-118.501189
West Vernon Avenue Elementary,4312 South Grand Ave.,90037-2603,34.004831,-118.280509
Westchester Cont High,7400 W. Manchester Ave.,90045,No Data,No Data
Westchester Elem.(Defunct),No Data,No Data,No Data,No Data
Westchester Lutheran School,7831 South Sepulveda Blvd.,90045-2916,33.970573,-118.395431
Westchester-Emerson Community Adult,8810 Emerson Ave.,90045-2322,33.956471,-118.404073
Western Avenue Technology Magnet,1724 West 53rd St.,90062-2718,33.994107,-118.307648
"Westland School,, The",16200 Mulholland Dr,90049-1127,34.129374,-118.485751
Westmark School,5461 Louise Ave.,91316-2540,34.170351,-118.510983
Westminster Avenue Elementary,1010 Abbott Kinney Blvd.,90291-3312,33.992074,-118.472064
Westminster Computer Science A,1010 Washington Blvd.,90291,No Data,No Data
Westport Heights Elementary,6011 West 79th St.,90045-2946,33.966388,-118.388812
"Westside Christian Academy, The",Information Redacted,90034-5585,Information Redacted,Information Redacted
Westside Community Adult,7850 Melrose Ave.,90046-7210,34.083401,-118.359734
Westside Global Awareness Magnet,104 Anchorage St.,90292-5102,33.979192,-118.465128
Westside Innovative School House,6550 West 80th St.,90045-1127,33.967745,-118.403875
Westside Innovative School House Charter Middle,7615 Cowan Ave.,90045-1206,33.972654,-118.405429
Westside Jewish Community Center,Information Redacted,90036,No Data,No Data
Westside Neighborhood School,5401 Beethoven St.,90066-7016,33.977509,-118.422608
Westside Waldorf School,17310 West Sunset Blvd.,90272-4102,34.042570,-118.552499
Westview,Information Redacted,90025-6114,Information Redacted,Information Redacted
Westview School of Arts,Information Redacted,90066-5501,Information Redacted,Information Redacted
Westwood Charter Elementary,2050 Selby Ave.,90025-6311,34.047586,-118.430786
Westwood Prep School,Information Redacted,90066,No Data,No Data
White Flag,Information Redacted,90066-6601,Information Redacted,Information Redacted
White House Primary Center,108 South Bimini Pl.,90004-5903,No Data,No Data
White Memorial Adventist School,Information Redacted,90033-2418,Information Redacted,Information Redacted
White Point Elementary,1410 Silvius Ave.,90731-6099,33.716229,-118.308433
Whitlock Independent Learning Center,Information Redacted,90061,Information Redacted,Information Redacted
Whitman Continuation,7795 Rosewood Ave.,90036,No Data,No Data
Whitman Continuation,7795 Rosewood Ave.,90036-1764,34.080254,-118.359300
Whitney Young Continuation,3051 West 52nd St.,90043-4838,33.995062,-118.326383
Whole Child Early Childhood Education Ct,Information Redacted,91306,No Data,No Data
Wilbur Charter for Enriched Academics,5213 Crebs Ave.,91356-4010,34.165336,-118.544233
"Wildwood School, Inc.",11811 W Olympic Blvd,90064-1114,34.033512,-118.451266
Wilkerson Academy of Learning,Information Redacted,90008,No Data,No Data
Will Rogers Continuation,14711 Gilmore St.,91411-1595,34.187703,-118.453348
William J. Johnston Community Day,2210 Taper Ave.,90731-1162,33.765139,-118.299432
William Jefferson Clinton Middle,3500 South Hill St.,90007-4333,34.018395,-118.275616
William Mulholland Middle,17120 Vanowen St.,91406-4449,34.190260,-118.504354
William R. Anton Elementary,831 North Bonnie Beach Pl.,90063-3404,34.045828,-118.181170
William Tell Aggeler Opportunity High,21050 Plummer St.,91311-4903,34.242728,-118.592704
Willow Elementary,2777 Willow Pl.,90280-2816,33.955053,-118.221806
Willowcrest School,10512 Magnolia Blvd.,91601-4112,34.164672,-118.359887
Wilmington Christian School,Information Redacted,90744-1029,Information Redacted,Information Redacted
"Wilmington Middle Science, Technology, Engineering, Arts, Mathematics (STEAM) Magnet",1700 Gulf Ave.,90744-1311,33.796960,-118.274204
Wilmington Park Elementary,1140 Mahar Ave.,90744-3815,33.785951,-118.246434
Wilshire Crest Elementary,5241 West Olympic Blvd.,90036-4902,34.057191,-118.344280
Wilshire Park Elementary,4063 Ingraham St.,90005-3217,34.060979,-118.316541
Wilshire Private School,Information Redacted,90010-3805,Information Redacted,Information Redacted
Wilson-Lincoln Community Adult,4500 Multnomah St.,90032-3703,34.069677,-118.186340
Wilton Place Elementary,745 South Wilton Pl.,90005-3552,34.058698,-118.314325
Windsor Hills Math Science,5215 Overdale Dr.,90043-2020,33.995741,-118.355389
Windsor Math and Science Academy,4221 Wilshire Blvd Ste. 136,90010-3626,34.062243,-118.320862
Windward School,11350 Palms Blvd.,90066-2104,34.017437,-118.426202
Winnetka Avenue Elementary,8240 Winnetka Ave.,91306-1899,34.218937,-118.570970
Wisdom,Information Redacted,90001,No Data,No Data
Wisdom Elementary,1125 East 74th St.,90001-2405,33.973342,-118.255505
WISDOM SCHOOL INTERNATIONAL,Information Redacted,90002,No Data,No Data
Wise School,15500 Stephen S Wise Dr,90077-1520,34.128629,-118.469973
"Wiser Generation, The",Information Redacted,90731-3015,Information Redacted,Information Redacted
WISH Academy High,7400 West Manchester Ave.,90045-2322,33.957763,-118.428888
WISH Community,6550 West 80th St.,90045-1127,33.967790,-118.403877
Wonderland Avenue Elementary,8510 Wonderland Ave.,90046-1451,34.114326,-118.379412
Wonderland Gifted Magnet,8510 Wonderland Ave.,90046,No Data,No Data
Woodcrest Elementary,1151 West 109th St.,90044-3011,33.937361,-118.296996
Woodcrest Nazarene Christian School,Information Redacted,90044-1622,Information Redacted,Information Redacted
Woodcrest School,6043 Tampa Ave.,91356-1159,34.180398,-118.554122
Woodlake Elementary Community Charter,23231 Hatteras St.,91367-3119,34.175591,-118.632765
Woodland Hills Academy,20800 Burbank Blvd.,91367-6811,34.171912,-118.585468
Woodland Hills Elementary Charter for Enriched Studies,22201 San Miguel St.,91364-3039,34.158723,-118.609925
Woodland Hills Private School,Information Redacted,91367-6229,Information Redacted,Information Redacted
Woodland Hills Private School,22555 Oxnard St.,91367-3320,34.179985,-118.618286
WOODLAND HILLS PRIVATE SCHOOL/,Information Redacted,91367,No Data,No Data
Woodlawn Avenue Elementary,6314 Woodlawn Ave.,90201-1417,33.978356,-118.177660
Woodrow Wilson Senior High,4500 Multnomah St.,90032-3703,34.070754,-118.186163
World City Center,Information Redacted,90018-1756,Information Redacted,Information Redacted
WorldSpeak Language Immersion Private School,1639 Westwood Blvd,90024-5603,34.052152,-118.439379
Xinaxcalmecac Academia Semillas del Pueblo,4736 Huntington Dr.,90032-1942,34.085252,-118.181239
yah mama's school,Information Redacted,90250-1820,Information Redacted,Information Redacted
Yahudah's Remnant Academy,Information Redacted,Information Redacted,Information Redacted,Information Redacted
YDP Academy,Information Redacted,90250,No Data,No Data
YES Academy,3140 Hyde Park Blvd.,90043-4117,33.980596,-118.327094
Yeshiva Gedolah of Los Angeles,5444 West Olympic Blvd.,90036-4802,34.057077,-118.348794
Yeshiva High Tech,Information Redacted,90036-4716,Information Redacted,Information Redacted
Yeshiva Ketana of Los Angeles,12041 Burbank Blvd.,91607-1853,34.172347,-118.395726
Yeshiva Ner Aryeh,12500 Burbank Blvd.,91607-1504,34.171930,-118.405498
Yeshiva Ohr Elchonon Chabad,7215 Waring Ave.,90046-7615,34.085298,-118.346705
Yeshiva Rav Isacsohn Academy Girls division,Information Redacted,90036,Information Redacted,Information Redacted
Yeshiva Rav Isacsohn/Torath Emeth Academy,540 N. La Brea Ave.,90036-2016,34.081548,-118.343775
Yorkdale Elementary,5657 Meridian St.,90042-1850,34.120717,-118.194547
Young Achiever's Center,Information Redacted,90047,No Data,No Data
Young Hollywood,Information Redacted,90028,No Data,No Data
Young Learners West,Information Redacted,90066-5214,Information Redacted,Information Redacted
Young Oak Kim Academy,615 South Shatto Pl.,90005-1302,34.063087,-118.289972
Youth Opportunities Unlimited,915 West Manchester Ave.,90044-4915,33.960085,-118.289608
YULA High School - YULA Girls,1619 South Robertson Blvd.,90035-4245,34.050210,-118.385147
YULA High School- Boys School,9760 West Pico Blvd.,90035-4720,34.053649,-118.401181
Zane Grey Continuation,18230 Kittridge St.,91335-6115,34.190181,-118.530523
Zion Lutheran,Information Redacted,90502,No Data,No Data
